,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,player_id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,strength,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,team_name,team_id,position
180,100.0,100.0,451340,1,-1,1,-1,0,3,5.8,5.8,2,Mitoma,5.8,136,False,,2024-12-03T12:30:08.039613Z,66,451340.jpg,4.1,Kaoru,9.3,False,,a,5,36,61,1817351,30335,1233396,32015,0.9,9.2,Mitoma,108.0,1272,3,3,2,20,0,0,0,0,0,0,6,238,277.2,321.3,393.0,99.2,14,3.74,2.45,6.19,21.17,75,26,29,24,19,9,19,15,,,,,,,0.26,0.0,0.17,0.43,1.5,1.42,40,22,17,11,46,19,42,9,0.99,0.14,3,1100,1175,1070,1130,1130,1220,Brighton,5,MID
181,100.0,100.0,467779,0,0,-3,3,0,3,1.5,1.5,3,Mats,1.5,149,False,,2024-08-29T09:30:04.701478Z,47,467779.jpg,1.6,Wieffer,0.1,False,,a,5,36,18,12576,246,16357,123,0.3,3.8,Wieffer,152.0,407,0,2,1,12,0,0,0,2,0,0,0,71,106.4,76.8,38.0,21.7,3,0.31,0.14,0.45,9.01,252,108,203,128,256,142,268,134,,,,,,,0.07,0.0,0.03,0.1,1.99,2.65,336,219,206,100,301,139,492,186,0.66,0.22,3,1100,1175,1070,1130,1130,1220,Brighton,5,MID
182,100.0,100.0,509416,0,0,0,0,0,3,2.0,2.0,3,Yasin,2.0,600,False,,2024-12-03T12:30:09.025260Z,50,509416.jpg,1.8,Ayari,0.0,False,,a,5,36,22,4270,118,3602,118,0.4,4.4,Ayari,206.0,724,0,0,4,7,0,0,0,2,0,0,0,106,124.6,197.3,94.0,41.8,8,0.74,0.92,1.66,11.26,234,99,78,61,153,96,150,88,3.0,,,,,,0.09,0.0,0.11,0.2,1.4,0.87,227,144,170,83,277,128,553,224,0.99,0.5,3,1100,1175,1070,1130,1130,1220,Brighton,5,MID
183,100.0,100.0,463067,0,0,1,-1,1,3,2.5,2.5,2,Georginio,2.5,618,False,,2024-10-12T11:00:07.563830Z,56,463067.jpg,3.6,Rutter,1.5,False,,a,5,36,50,303580,2182,152523,12117,0.4,8.9,Georginio,73.0,852,2,4,4,15,0,0,0,2,0,0,1,139,161.0,149.9,221.0,52.2,11,2.58,1.0,3.58,17.31,186,73,123,89,57,36,109,64,,,,,,,0.27,0.0,0.11,0.38,1.83,1.58,104,64,133,67,71,33,167,48,1.16,0.42,3,1100,1175,1070,1130,1130,1220,Brighton,5,MID
184,100.0,100.0,219249,0,0,0,0,0,3,0.8,0.8,1,Matt,0.8,629,False,,2024-08-28T16:30:04.729425Z,55,219249.jpg,2.2,O'Riley,0.1,False,,a,5,36,11,15035,261,6783,854,0.1,2.0,O'Riley,58.0,217,1,0,0,6,1,0,0,1,0,0,2,52,53.6,62.2,49.0,16.5,2,0.69,0.68,1.37,3.75,334,158,231,143,233,128,304,152,,,,,,,0.29,0.0,0.28,0.57,1.56,2.49,115,70,300,153,223,96,455,166,0.83,0.0,3,1100,1175,1070,1130,1130,1220,Brighton,5,MID
185,,,486672,0,0,-1,1,0,3,3.5,3.0,5,Moisés,3.0,157,False,,,49,486672.jpg,3.1,Caicedo Corozo,1.4,False,,a,6,8,47,210058,3950,151839,5371,0.6,9.6,Caicedo,62.0,1325,1,3,4,17,0,0,0,3,0,0,2,275,305.0,260.2,45.0,61.1,15,0.38,1.38,1.76,20.31,51,15,46,37,240,133,78,48,,,,,,,0.03,0.0,0.09,0.12,1.38,1.15,280,183,91,47,114,49,180,51,1.02,0.27,4,1225,1230,1130,1130,1320,1330,Chelsea,6,MID
186,,,448047,1,-1,0,0,1,3,9.3,8.8,9,Enzo,8.8,168,False,,,50,448047.jpg,3.9,Fernández,5.0,False,,a,6,8,54,573840,178963,220806,4848,1.8,10.8,Enzo,10.0,967,3,3,2,13,0,0,0,1,0,0,5,262,302.2,331.5,157.0,79.2,10,1.62,2.32,3.94,12.81,53,16,27,22,96,61,40,26,3.0,,,,4.0,,0.15,0.0,0.22,0.37,1.19,1.21,218,139,4,4,56,27,74,23,0.93,0.19,4,1225,1230,1130,1130,1320,1330,Chelsea,6,MID
187,100.0,100.0,514356,0,0,0,0,0,3,1.3,0.8,0,Roméo,0.8,174,False,,2024-11-10T23:00:07.545590Z,45,514356.jpg,1.7,Lavia,0.9,False,,a,6,8,15,180342,3451,199070,4206,0.2,3.3,Lavia,21.0,475,0,1,1,9,0,0,0,3,0,0,0,81,88.2,94.3,5.0,18.8,7,0.18,0.29,0.47,9.99,281,128,185,119,369,198,286,144,,,,,,,0.03,0.0,0.05,0.08,1.89,1.71,432,264,291,146,290,134,209,63,1.33,0.19,4,1225,1230,1130,1130,1320,1330,Chelsea,6,MID
188,,,248857,0,0,-2,2,1,3,5.5,5.0,1,Noni,5.0,177,False,,,63,248857.jpg,4.9,Madueke,7.0,False,,a,6,8,69,2205470,27679,1675392,34069,0.8,11.0,Madueke,241.0,932,5,3,3,13,0,0,0,3,0,0,9,234,293.2,204.6,553.0,105.2,12,4.51,1.17,5.68,15.36,58,19,71,55,5,3,14,11,,,,,3.0,,0.44,0.0,0.11,0.55,1.48,1.26,55,33,30,16,22,11,56,17,1.16,0.29,4,1225,1230,1130,1130,1320,1330,Chelsea,6,MID
189,,,213198,0,0,-7,7,1,3,4.5,4.0,1,Christopher,4.0,181,False,,,58,213198.jpg,2.2,Nkunku,2.4,False,,a,6,8,31,262796,5075,1561466,6001,0.7,5.3,Nkunku,73.0,285,2,1,0,4,0,0,0,1,0,0,4,98,116.4,85.5,146.0,34.5,2,3.25,0.26,3.51,6.17,239,102,192,123,100,65,193,102,,,,,2.0,,1.03,0.0,0.08,1.11,1.95,1.26,89,56,63,31,224,97,124,37,0.63,0.0,4,1225,1230,1130,1130,1320,1330,Chelsea,6,MID
190,100.0,100.0,244851,1,-1,6,-6,5,3,10.7,10.2,18,Cole,10.2,182,True,,2024-11-12T14:30:07.656076Z,111,244851.jpg,8.3,Palmer,60.8,False,,a,6,8,125,5044399,165257,2480221,12259,0.9,11.3,Palmer,241.0,1298,11,7,3,17,0,0,0,3,0,0,19,517,628.4,545.5,498.0,167.3,15,9.61,3.75,13.36,19.57,2,2,4,4,7,4,2,2,1.0,,1.0,,1.0,,0.67,0.0,0.26,0.93,1.36,1.18,3,2,2,2,2,2,2,2,1.04,0.21,4,1225,1230,1130,1130,1320,1330,Chelsea,6,MID
191,100.0,100.0,209243,0,0,-3,3,0,3,5.0,4.5,8,Jadon,4.5,386,False,,2024-11-07T09:00:07.812014Z,62,209243.jpg,4.1,Sancho,1.1,False,,a,6,8,37,360826,23561,317718,1880,0.7,6.0,Sancho,241.0,488,2,4,1,8,0,0,0,1,0,0,2,148,155.4,153.7,118.0,42.5,6,0.64,1.19,1.83,7.97,196,78,120,87,127,82,144,84,,,,,,,0.12,0.0,0.22,0.34,1.47,1.48,63,41,48,24,45,18,200,59,1.11,0.18,4,1225,1230,1130,1130,1320,1330,Chelsea,6,MID
192,0.0,100.0,247632,0,0,-3,3,0,3,0.0,1.0,1,Pedro,1.0,560,False,Suspended until 22 Dec,2024-12-09T09:30:06.764738Z,62,247632.jpg,2.2,Lomba Neto,1.0,False,,s,6,8,29,227046,1818,250881,15096,0.2,4.7,Neto,173.0,730,1,2,1,8,0,0,0,5,0,0,4,135,158.4,253.5,135.0,54.7,7,0.53,1.69,2.22,11.27,189,75,49,40,111,71,98,59,4.0,,,,,,0.07,0.0,0.21,0.28,1.39,0.99,68,44,278,144,227,100,205,60,0.86,0.12,4,1225,1230,1130,1130,1320,1330,Chelsea,6,MID
193,,,428399,-1,1,-5,5,0,3,2.7,2.2,1,João,2.2,621,False,,,60,428399.jpg,2.0,Félix Sequeira,0.5,False,,a,6,8,18,155039,642,148241,1420,0.4,3.0,João Félix,173.0,293,1,1,1,2,0,0,0,2,0,0,0,71,77.4,76.4,110.0,26.2,2,1.85,0.3,2.15,4.31,293,135,206,131,135,87,244,122,,,,,,,0.57,0.0,0.09,0.66,1.32,0.61,80,52,153,76,250,114,260,82,0.61,0.31,4,1225,1230,1130,1130,1320,1330,Chelsea,6,MID
194,100.0,100.0,232413,0,0,-4,4,1,3,2.5,1.5,2,Eberechi,2.5,199,False,,2024-10-31T02:30:07.120686Z,66,232413.jpg,3.4,Eze,7.6,False,,a,7,31,41,971653,4534,3465126,9993,0.4,6.2,Eze,241.0,1020,1,2,3,14,0,0,0,0,0,0,3,184,202.2,364.1,308.0,87.3,12,3.29,1.75,5.04,14.51,141,49,19,16,33,18,30,21,1.0,,1.0,,2.0,,0.29,0.0,0.15,0.44,1.28,1.24,39,21,137,70,84,41,54,15,1.06,0.26,3,1095,1095,1100,1100,1090,1090,Crystal Palace,7,MID
195,100.0,100.0,108413,0,0,-1,1,0,3,4.2,3.2,11,Will,4.2,203,False,,2024-11-02T21:30:06.165599Z,49,108413.jpg,2.0,Hughes,0.0,False,,a,7,31,26,4394,1187,5416,140,0.9,5.3,Hughes,241.0,798,0,2,2,12,0,0,0,6,0,0,3,115,156.6,216.2,47.0,41.8,8,0.54,0.93,1.47,13.07,194,76,67,52,235,129,148,86,2.0,,,,,,0.06,0.0,0.1,0.16,1.47,1.35,242,155,53,25,244,109,523,205,0.9,0.23,3,1095,1095,1100,1100,1090,1090,Crystal Palace,7,MID
196,100.0,100.0,209400,0,0,-4,4,0,3,0.0,-1.0,0,Daichi,0.0,205,False,,2024-11-09T20:00:07.600072Z,51,209400.jpg,1.3,Kamada,0.1,False,,a,7,31,14,13083,65,57725,157,0.0,2.7,Kamada,108.0,616,0,0,1,11,0,0,0,2,1,0,0,74,99.8,166.8,73.0,34.1,7,0.56,0.51,1.07,10.3,264,117,104,77,192,115,197,103,,,,,,,0.08,0.0,0.07,0.15,1.5,1.61,181,110,661,298,352,171,436,159,1.02,0.15,3,1095,1095,1100,1100,1090,1090,Crystal Palace,7,MID
197,100.0,100.0,152551,0,0,-2,2,0,3,1.2,0.2,2,Jefferson,1.2,206,False,,2024-10-27T22:00:06.083970Z,48,152551.jpg,1.3,Lerma Solís,0.0,False,,a,7,31,14,4447,109,7616,76,0.3,2.9,Lerma,48.0,665,0,0,1,9,0,0,0,4,0,0,0,82,106.0,76.6,46.0,22.9,7,0.38,0.79,1.17,8.11,254,110,204,129,238,131,262,129,,,,,,,0.05,0.0,0.11,0.16,1.1,1.22,294,193,236,118,347,166,526,207,0.95,0.14,3,1095,1095,1100,1100,1090,1090,Crystal Palace,7,MID
198,50.0,0.0,496221,0,0,-3,3,0,3,0.0,0.0,0,Adam,0.0,216,False,Groin Injury - 50% chance of playing,2024-11-01T16:30:07.622710Z,47,496221.jpg,1.9,Wharton,0.2,False,,d,7,31,15,18513,39,50410,341,0.0,3.2,Wharton,241.0,621,0,0,1,9,0,0,0,0,0,0,0,104,112.6,131.4,53.0,29.7,8,0.22,0.6,0.82,9.39,245,105,137,97,223,124,218,111,4.0,,,,,,0.03,0.0,0.09,0.12,1.36,1.3,340,221,608,259,261,118,389,136,1.16,0.14,3,1095,1095,1100,1100,1090,1090,Crystal Palace,7,MID
199,,,232185,0,0,-3,3,1,3,4.8,3.8,2,Ismaïla,4.8,585,False,,,57,232185.jpg,2.5,Sarr,0.3,False,,a,7,31,37,51823,1036,56409,2166,0.8,6.5,I.Sarr,189.0,820,1,2,2,11,0,0,0,2,0,0,3,145,133.2,187.7,313.0,63.4,8,2.09,2.34,4.43,11.71,220,90,87,67,32,17,76,47,,,,,,,0.23,0.0,0.26,0.49,1.29,1.21,94,59,36,18,181,77,304,99,0.88,0.22,3,1095,1095,1100,1100,1090,1090,Crystal Palace,7,MID
200,,,489706,0,0,0,0,0,3,2.8,1.8,1,Justin,2.8,645,False,,,45,489706.jpg,2.6,Devenny,0.2,False,,a,7,31,13,28868,2914,6848,1225,0.6,2.9,Devenny,242.0,203,1,0,0,2,0,0,0,0,0,0,1,55,67.4,59.0,29.0,15.7,2,0.45,0.28,0.73,4.46,311,146,240,149,278,153,310,155,,,,,,,0.2,0.0,0.12,0.32,1.98,0.89,412,247,104,54,158,65,351,120,0.89,0.0,3,1095,1095,1100,1100,1090,1090,Crystal Palace,7,MID
201,100.0,100.0,121599,0,0,-4,4,0,3,1.7,0.0,0,Abdoulaye,2.7,217,False,,2024-11-01T10:30:06.244300Z,51,121599.jpg,2.2,Doucouré,0.2,False,,a,8,11,27,17088,212,50159,462,0.5,5.3,A.Doucoure,132.0,892,0,0,5,14,0,0,0,0,0,0,0,108,86.4,158.6,52.0,29.6,11,0.48,0.44,0.92,13.56,284,129,114,82,227,125,220,113,,,,,,,0.05,0.0,0.04,0.09,1.37,1.41,175,107,113,61,219,93,380,132,1.11,0.5,3,1080,1100,1080,1100,1080,1100,Everton,8,MID
202,100.0,100.0,80801,0,0,-1,1,0,3,1.3,0.0,0,Idrissa,2.3,222,False,,2024-09-19T14:30:05.586621Z,49,80801.jpg,2.0,Gueye,0.1,False,,a,8,11,26,6867,84,9762,138,0.5,5.3,Gana,189.0,979,0,0,4,18,0,0,0,2,0,0,0,132,139.8,145.7,64.0,34.9,11,0.82,0.7,1.52,14.69,210,86,124,90,206,119,190,101,,,,,,,0.08,0.0,0.06,0.14,1.35,1.65,239,154,138,71,243,108,511,197,1.01,0.37,3,1080,1100,1080,1100,1080,1100,Everton,8,MID
203,100.0,100.0,221399,0,0,-2,2,0,3,-0.3,0.0,0,Jack,0.7,224,False,,2024-09-19T14:30:05.601507Z,53,221399.jpg,1.8,Harrison,0.1,False,,a,8,11,24,13915,76,22924,287,0.1,4.5,Harrison,241.0,662,0,1,2,12,0,0,0,0,0,0,0,75,70.6,130.0,112.0,30.5,7,1.57,0.85,2.42,12.36,306,142,138,98,133,86,215,110,,,,,,,0.21,0.0,0.12,0.33,1.68,1.63,153,91,307,158,281,131,434,157,0.95,0.27,3,1080,1100,1080,1100,1080,1100,Everton,8,MID
204,100.0,100.0,433154,-1,1,-1,1,2,3,3.7,0.0,0,Dwight,4.7,230,False,,2024-11-07T23:00:07.825990Z,54,433154.jpg,5.0,McNeil,4.3,False,,a,8,11,65,1701000,5726,1370264,27448,0.9,12.0,McNeil,241.0,1140,3,5,4,21,0,0,0,1,0,0,6,299,287.4,547.4,169.0,100.5,13,0.87,3.96,4.82,17.67,67,22,3,3,85,52,18,14,1.0,,,,,,0.07,0.0,0.31,0.38,1.4,1.66,137,82,39,20,19,9,87,26,1.03,0.32,3,1080,1100,1080,1100,1080,1100,Everton,8,MID
205,,,463903,0,0,-4,4,0,3,1.0,0.0,0,Jesper,2.0,577,False,,,51,463903.jpg,1.8,Lindstrøm,0.1,False,,a,8,11,18,3030,34,12401,94,0.4,3.5,Lindstrøm,58.0,490,0,0,3,8,0,0,0,0,0,0,0,69,91.6,158.0,135.0,38.4,6,1.4,0.81,2.21,5.37,276,125,116,84,110,70,175,97,2.0,,1.0,,,,0.26,0.0,0.15,0.41,0.99,1.47,183,112,171,84,278,129,500,190,1.1,0.55,3,1080,1100,1080,1100,1080,1100,Everton,8,MID
206,,,179519,0,0,0,0,0,3,2.0,0.0,0,Orel,3.0,651,False,,,50,179519.jpg,2.0,Mangala,0.0,False,,a,8,11,22,2074,83,1540,75,0.6,4.4,Mangala,21.0,582,1,0,2,4,0,0,0,1,0,0,0,96,97.8,66.2,42.0,20.6,6,0.39,0.49,0.88,6.6,267,120,222,138,248,138,274,138,,,,,,,0.06,0.0,0.08,0.14,1.02,0.62,197,122,92,48,246,110,612,263,0.93,0.31,3,1080,1100,1080,1100,1080,1100,Everton,8,MID
207,25.0,0.0,200641,0,0,0,0,0,3,0.2,0.0,0,Reiss,1.8,10,False,Hamstring injury - 25% chance of playing,2024-12-05T00:30:07.571778Z,50,200641.jpg,2.2,Nelson,0.1,False,,d,9,54,27,15766,15,15089,554,0.4,5.4,Nelson,241.0,483,1,1,1,9,0,0,0,1,0,0,2,143,131.6,223.9,195.0,55.1,5,1.07,0.96,2.03,6.13,222,92,64,50,66,40,97,58,,,,,,,0.2,0.0,0.18,0.38,1.14,1.68,198,123,189,90,217,91,464,172,0.93,0.19,3,1100,1160,1100,1140,1100,1180,Fulham,9,MID
208,,,209289,-1,1,0,0,1,3,0.5,0.5,1,Emile,1.5,19,False,,,55,209289.jpg,4.0,Smith Rowe,20.1,False,,a,9,54,60,3371333,7361,2921896,127651,0.3,10.9,Smith Rowe,241.0,1067,3,2,5,13,0,0,0,1,0,0,8,247,245.4,244.2,164.0,65.4,14,2.12,1.27,3.39,12.85,99,34,52,43,92,58,70,45,,,,,,,0.18,0.0,0.11,0.29,1.08,1.1,113,69,214,106,50,22,20,6,1.18,0.42,3,1100,1160,1100,1140,1100,1180,Fulham,9,MID
209,,,159533,0,0,-2,2,0,3,-0.2,-0.2,1,Adama,0.8,239,False,,,48,159533.jpg,2.9,Traoré,2.0,False,,a,9,54,41,695590,3643,569331,10483,0.2,8.5,Adama,200.0,813,1,3,3,12,0,0,0,2,0,0,3,165,175.4,249.1,226.0,65.1,10,2.77,2.04,4.81,10.99,175,66,51,42,53,32,71,46,,,,,,,0.31,0.0,0.23,0.54,1.22,1.33,296,195,292,147,127,51,137,40,1.11,0.33,3,1100,1160,1100,1140,1100,1180,Fulham,9,MID
210,100.0,100.0,156689,0,0,-4,4,0,3,0.0,0.0,1,Andreas,1.0,240,False,,2024-10-27T22:00:06.156705Z,51,156689.jpg,2.5,Hoelgebaum Pereira,1.2,False,,a,9,54,35,108586,349,362426,3502,0.2,6.9,Andreas,30.0,942,1,2,4,11,0,0,1,4,0,0,1,163,142.2,486.6,163.0,79.2,12,2.7,2.45,5.15,10.11,207,84,6,5,93,59,41,27,1.0,,1.0,,1.0,,0.26,0.0,0.23,0.49,0.97,1.05,177,108,271,138,177,74,193,56,1.15,0.38,3,1100,1160,1100,1140,1100,1180,Fulham,9,MID
211,,,153133,1,-1,2,-2,2,3,6.2,6.2,2,Alex,7.2,247,False,,,57,153133.jpg,5.1,Iwobi,3.9,False,,a,9,54,76,571982,52545,241898,13085,1.3,13.3,Iwobi,157.0,1300,5,3,4,17,0,0,0,1,0,0,9,330,404.6,388.6,331.0,112.5,15,1.86,3.24,5.1,17.0,15,7,18,15,31,16,9,7,,,,,,,0.13,0.0,0.22,0.35,1.18,1.18,92,57,8,6,14,6,93,28,1.04,0.28,3,1100,1160,1100,1140,1100,1180,Fulham,9,MID
212,100.0,100.0,212314,0,0,-2,2,0,3,0.0,0.0,1,Saša,1.0,249,False,,2024-12-02T00:00:08.228415Z,48,212314.jpg,1.5,Lukić,0.0,False,,a,9,54,15,2823,72,5758,37,0.2,3.1,Lukić,190.0,789,0,0,2,12,0,0,0,6,0,0,0,95,97.6,104.4,2.0,20.4,10,0.0,0.48,0.48,9.47,268,121,168,110,397,211,275,139,,,,,3.0,,0.0,0.0,0.05,0.05,1.08,1.37,303,201,266,135,318,145,544,218,1.14,0.23,3,1100,1160,1100,1140,1100,1180,Fulham,9,MID
213,,,153682,0,0,-3,3,1,3,0.2,0.2,1,Harry,1.2,259,False,,,52,153682.jpg,2.5,Wilson,0.4,False,,a,9,54,28,61859,339,47406,2812,0.2,5.4,Wilson,244.0,241,3,0,0,5,0,0,0,2,0,0,3,96,113.6,42.9,91.0,24.4,1,0.95,0.18,1.13,4.39,244,104,277,169,158,99,255,126,3.0,,3.0,,,,0.35,0.0,0.07,0.42,1.64,1.87,163,99,243,123,179,76,297,96,0.37,0.0,3,1100,1160,1100,1140,1100,1180,Fulham,9,MID
214,,,207189,0,0,0,0,0,3,0.8,0.8,4,Sander,1.8,622,False,,,50,207189.jpg,1.8,Berge,0.0,False,,a,9,54,22,3077,89,2329,79,0.4,4.4,Berge,161.0,791,0,0,1,12,0,0,0,1,0,0,2,127,150.0,134.9,13.0,29.7,8,0.08,0.26,0.34,11.82,199,79,135,95,323,176,219,112,,,,,,,0.01,0.0,0.03,0.04,1.34,1.37,200,125,190,91,275,127,585,245,0.91,0.11,3,1100,1160,1100,1140,1100,1180,Fulham,9,MID
215,100.0,100.0,149929,0,0,-2,2,0,3,2.2,2.2,1,Wes,2.2,264,False,,2024-11-13T14:30:07.906131Z,48,149929.jpg,1.6,Burns,0.0,False,,a,10,40,19,3288,140,9056,133,0.5,4.0,Burns,244.0,569,0,1,0,15,0,0,0,1,0,0,0,91,69.6,114.0,31.0,20.7,7,0.3,0.69,0.99,16.54,307,143,162,106,270,148,270,135,,,,,,,0.05,0.0,0.11,0.16,2.62,2.37,293,192,149,72,303,140,534,214,1.11,0.0,3,1060,1090,1070,1080,1050,1100,Ipswich,10,MID
216,,,196411,0,0,-4,4,0,3,2.8,2.8,7,Conor,2.8,265,False,,,51,196411.jpg,2.0,Chaplin,0.1,False,,a,10,40,26,5205,310,21448,130,0.5,5.1,Chaplin,241.0,470,1,1,1,7,0,0,0,1,0,0,0,94,88.8,85.3,79.0,24.9,5,0.99,0.34,1.33,11.85,280,127,193,124,177,108,252,125,,,,,,,0.19,0.0,0.07,0.26,2.27,1.34,179,109,108,57,247,111,439,161,0.96,0.19,3,1060,1090,1070,1080,1050,1100,Ipswich,10,MID
217,100.0,100.0,503301,0,0,-3,3,0,3,3.8,3.8,2,Omari,3.8,274,False,,2024-11-20T14:00:07.757189Z,52,503301.jpg,2.6,Giraud-Hutchinson,0.4,False,,a,10,40,37,45612,1336,65257,1833,0.7,7.1,Hutchinson,241.0,1222,1,1,2,21,0,0,0,4,0,0,3,129,156.2,192.7,186.0,53.7,14,0.97,1.15,2.12,26.03,195,77,82,64,71,44,103,62,,,3.0,,,,0.07,0.0,0.08,0.15,1.92,1.55,171,103,74,38,165,69,290,92,1.03,0.15,3,1060,1090,1070,1080,1050,1100,Ipswich,10,MID
218,100.0,100.0,74944,0,0,-1,1,0,3,2.0,2.0,2,Sam,2.0,278,False,,2024-10-26T20:00:07.464596Z,49,74944.jpg,2.7,Morsy,0.2,False,,a,10,40,38,36784,567,40194,788,0.4,7.8,Morsy,63.0,1253,1,1,1,23,0,0,0,4,0,0,5,222,227.8,172.9,21.0,42.1,14,0.29,0.86,1.15,27.96,119,41,96,72,299,164,145,85,,,,,,,0.02,0.0,0.06,0.08,2.01,1.65,238,153,165,79,153,64,356,124,1.01,0.07,3,1060,1090,1070,1080,1050,1100,Ipswich,10,MID
219,100.0,100.0,155405,-1,1,-2,2,0,3,0.0,0.0,0,Kalvin,0.0,359,False,,2024-11-22T17:30:09.216627Z,48,155405.jpg,1.6,Phillips,0.1,False,,a,10,40,11,4705,74,11177,102,0.0,2.3,Phillips,241.0,536,0,0,1,14,0,0,0,1,1,0,0,69,68.4,55.7,25.0,14.7,7,0.31,0.22,0.53,12.49,309,144,247,154,288,159,314,156,2.0,,2.0,,,,0.05,0.0,0.04,0.09,2.1,2.35,295,194,613,263,304,141,505,193,1.18,0.17,3,1060,1090,1070,1080,1050,1100,Ipswich,10,MID
220,,,172453,0,0,-2,2,0,3,1.5,1.5,2,Sam,1.5,611,False,,,58,172453.jpg,2.9,Szmodics,0.4,False,,a,10,40,40,101002,1063,84876,2667,0.3,6.9,Szmodics,104.0,743,3,0,2,11,0,0,0,2,0,0,2,116,159.2,61.5,211.0,42.6,10,2.89,0.39,3.28,17.88,188,74,232,144,61,37,143,83,,,,,,,0.35,0.0,0.05,0.4,2.17,1.33,88,55,216,108,136,57,294,95,1.21,0.24,3,1060,1090,1070,1080,1050,1100,Ipswich,10,MID
221,100.0,100.0,454667,0,0,0,0,0,3,1.5,1.5,1,Jens,1.5,619,False,,2024-10-04T00:00:05.976169Z,45,454667.jpg,1.4,Cajuste,0.1,False,,a,10,40,13,18799,878,9010,487,0.3,2.9,Cajuste,206.0,472,0,0,0,10,0,0,0,2,0,0,0,59,34.0,52.6,8.0,9.4,6,0.08,0.18,0.26,13.01,362,168,255,158,349,189,347,172,,,,,,,0.02,0.0,0.03,0.05,2.48,1.91,394,239,205,99,335,157,435,158,1.14,0.0,3,1060,1090,1070,1080,1050,1100,Ipswich,10,MID
222,,,443261,0,0,0,0,0,3,1.2,1.2,1,Jack,1.2,631,False,,,55,443261.jpg,1.5,Clarke,0.0,False,,a,10,40,19,6702,80,5579,148,0.2,3.5,J.Clarke,241.0,479,0,1,0,13,0,0,0,1,0,0,0,82,79.8,101.8,70.0,25.0,4,0.72,0.59,1.31,11.83,289,134,172,113,196,117,249,124,,,,,,,0.14,0.0,0.11,0.25,2.22,2.44,119,73,248,126,328,153,539,217,0.75,0.0,3,1060,1090,1070,1080,1050,1100,Ipswich,10,MID
223,100.0,0.0,536916,0,0,0,0,1,3,2.8,0.0,0,Facundo,2.8,117,False,,2024-12-05T00:30:07.817700Z,50,536916.jpg,4.1,Buonanotte,1.2,False,,a,11,13,49,428982,2119,328035,7381,0.6,9.8,Buonanotte,10.0,882,4,2,2,18,0,0,0,5,0,0,4,209,302.0,296.1,224.0,82.2,10,3.16,1.48,4.64,18.56,54,17,37,30,55,34,36,24,3.0,,,,,,0.32,0.0,0.15,0.47,1.89,1.84,233,149,107,56,40,15,194,57,1.02,0.2,3,1075,1100,1060,1120,1090,1080,Leicester,11,MID
224,100.0,100.0,80146,0,0,-3,3,0,3,3.0,3.0,2,Jordan,3.0,192,False,,2024-11-21T10:30:08.369234Z,52,80146.jpg,2.4,Ayew,0.2,False,,a,11,13,36,25153,392,48269,937,0.6,6.9,J.Ayew,81.0,672,3,0,1,18,0,0,0,4,0,0,2,120,135.8,97.1,180.0,41.1,7,2.55,0.48,3.03,14.02,214,88,179,116,77,47,160,92,,,2.0,,2.0,,0.34,0.0,0.06,0.4,1.88,2.41,158,95,95,50,197,86,342,115,0.94,0.13,3,1075,1100,1060,1120,1090,1080,Leicester,11,MID
225,100.0,100.0,96994,0,0,-3,3,0,3,4.2,4.2,11,Bobby,4.2,290,False,,2024-11-08T16:00:07.429188Z,52,96994.jpg,2.5,De Cordova-Reid,0.1,False,,a,11,13,25,3780,768,13646,113,0.8,4.8,De Cordova-Reid,107.0,224,1,2,0,6,0,0,0,0,0,0,2,76,46.2,18.5,40.0,10.5,2,0.72,0.07,0.79,5.59,344,163,332,189,253,141,336,169,,,,,,,0.29,0.0,0.03,0.32,2.25,2.41,161,97,55,27,178,75,490,185,0.8,0.0,3,1075,1100,1060,1120,1090,1080,Leicester,11,MID
